"Name","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BsR","Fld","WAR","playerid"
"Buster Posey","635","556","169","38","2","21","82","89","67","84","6","2","2",".304",".383",".490",".873",".378","-2.2","3.0","7.1","9166"
"Joe Mauer","654","560","167","35","2","14","83","72","83","102","3","3","2",".297",".388",".439",".827",".361","-0.1","-0.2","3.3","1857"
"Wilin Rosario","538","502","140","28","2","29","69","86","27","114","3","5","3",".278",".316",".515",".831",".357","0.0","-2.2","3.4","8002"
"Carlos Santana","623","521","131","32","1","20","78","77","92","106","4","4","2",".252",".366",".435",".801",".352","-2.1","-0.6","4.2","2396"
"Mike Napoli","472","403","99","22","1","20","61","64","59","138","5","2","1",".245",".347",".460",".807",".351","-0.7","2.5","2.0","3057"
"Yadier Molina","456","415","122","27","0","11","51","55","32","47","3","4","3",".293",".346",".439",".785",".342","-2.1","5.9","3.9","7007"
"Brian McCann","551","486","124","23","1","24","68","75","56","87","4","2","1",".255",".334",".452",".786",".340","-2.5","0.6","3.6","4810"
"Salvador Perez","510","476","138","27","2","14","60","66","24","53","4","1","1",".291",".328",".447",".776",".337","-1.0","4.2","3.8","7304"
"Jonathan Lucroy","492","445","123","21","4","14","54","58","37","66","4","5","3",".277",".336",".433",".768",".336","-1.4","-2.0","2.9","7870"
"Evan Gattis","466","427","109","25","1","21","56","67","28","88","6","2","1",".256",".308",".469",".778",".335","-0.2","0.8","3.3","11003"
"Alex Avila","420","359","88","20","2","12","50","48","53","106","3","2","1",".246",".345",".412",".756",".334","-0.8","-2.3","2.4","7476"
"Wilson Ramos","392","356","95","18","1","15","42","50","28","58","2","2","1",".266",".321",".447",".768",".332","-0.5","-0.6","2.4","1433"
"Yasmani Grandal","269","231","59","13","1","6","28","28","33","48","2","1","1",".256",".350",".399",".750",".331","-0.3","-1.5","1.7","11368"
"Miguel Montero","581","505","129","29","2","15","64","66","63","125","8","1","1",".256",".345",".408",".753",".331","-1.9","3.5","3.6","3364"
"Carlos Ruiz","431","383","105","25","1","9","44","47","34","51","9","2","1",".274",".344",".415",".759",".331","-1.2","1.5","2.7","2579"
"John Jaso","380","321","79","18","1","7","45","37","50","59","3","4","2",".248",".353",".377",".730",".328","-0.6","-0.3","0.6","5887"
"Jason Castro","592","520","130","31","2","17","68","69","62","138","4","3","2",".250",".332",".413",".744",".327","-0.2","-2.8","3.4","8722"
"Yan Gomes","467","425","110","26","2","15","54","58","30","100","6","3","2",".260",".314",".433",".747",".326","-0.2","3.8","3.5","9627"
"Welington Castillo","410","364","93","21","1","12","42","46","35","90","6","2","1",".255",".328",".414",".742",".326","-0.4","-0.5","2.2","3256"
"Jesus Montero","1","1","0","0","0","0","0","0","0","0","0","0","0",".257",".317",".432",".748",".325","0.0","0.0","0.0","5514"
"Matt Wieters","507","453","113","24","1","18","58","62","45","88","3","2","1",".249",".319",".425",".744",".324","-1.9","4.5","3.1","4298"
"Travis d'Arnaud","428","383","97","22","1","13","44","49","35","81","3","2","2",".254",".320",".418",".738",".323","0.0","-0.7","2.6","7739"
"George Kottaras","219","184","40","9","1","7","23","23","30","57","2","2","1",".219",".332",".393",".725",".321","-0.4","-1.1","1.0","5506"
"Derek Norris","350","303","70","15","1","11","41","40","39","75","3","5","3",".232",".323",".402",".725",".321","-0.1","-0.2","2.1","6867"
"Michael McKenry","52","47","11","3","0","2","6","6","4","11","0","0","0",".247",".314",".419",".733",".320","-0.1","-0.4","0.1","9628"
"Chris Iannetta","288","239","53","11","1","8","34","30","42","68","2","2","1",".220",".339",".374",".714",".320","-0.7","-1.2","1.6","8267"
"Josmil Pinto","339","306","79","17","1","9","37","37","26","61","2","1","1",".257",".319",".404",".723",".318","0.0","1.2","2.0","6806"
"Ryan Lavarnway","53","47","12","3","0","1","6","6","4","9","0","0","0",".253",".320",".402",".721",".317","0.0","-0.5","0.2","8879"
"Dioner Navarro","365","327","83","15","1","10","41","42","31","51","3","2","1",".253",".321",".398",".719",".316","-1.7","-0.8","1.6","3179"
"Ryan Doumit","294","265","67","15","1","8","31","34","23","52","2","1","0",".251",".315",".404",".719",".314","-0.9","-1.1","-0.1","2113"
"A.J. Ellis","507","436","106","22","1","10","50","49","58","93","6","2","1",".243",".337",".367",".704",".313","-1.0","5.2","3.2","5677"
"Geovany Soto","327","286","65","15","1","11","37","38","33","81","3","2","2",".226",".310",".398",".709",".312","-1.3","0.6","1.3","3707"
"Charlie Cutler","14","12","3","1","0","0","1","1","1","2","0","0","0",".257",".334",".369",".703",".312","0.0","0.0","0.1","sa454748"
"Devin Mesoraco","440","396","97","22","1","14","44","50","35","73","3","3","2",".246",".308",".410",".718",".312","-0.6","0.5","2.0","5666"
"Andrew Susac","34","30","7","2","0","1","4","4","3","7","0","0","0",".238",".317",".384",".701",".311","0.0","0.0","0.2","sa501940"
"Stephen Vogt","205","187","48","10","1","5","23","23","15","32","1","1","1",".255",".310",".397",".707",".310","-0.1","0.0","1.0","5000"
"Russell Martin","497","429","98","20","0","13","52","52","55","98","6","8","4",".228",".322",".369",".691",".309","-0.4","4.2","2.8","4616"
"Hank Conger","388","348","85","19","1","10","43","44","30","75","4","2","1",".245",".310",".394",".704",".308","-0.2","-0.5","1.9","2505"
"Tom Murphy","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".296",".409",".705",".308","0.0","0.0","0.0","sa657946"
"Yorvit Torrealba","1","1","0","0","0","0","0","0","0","0","0","0","0",".263",".318",".379",".697",".307","0.0","0.0","0.0","1135"
"Erik Kratz","291","261","62","14","1","10","33","34","22","57","3","1","1",".236",".302",".404",".706",".307","-0.5","1.1","1.3","4403"
"A.J. Pierzynski","338","317","84","16","1","8","36","39","14","48","4","1","1",".266",".303",".401",".705",".306","-1.7","1.6","1.4","746"
"Anthony Recker","177","157","36","8","1","5","17","19","16","46","1","2","1",".230",".306",".388",".694",".306","-0.1","-0.1","0.8","4063"
"Max Stassi","67","61","15","3","0","2","7","8","4","14","1","1","0",".243",".294",".405",".700",".306","0.0","0.0","0.3","10059"
"Robert Kral","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".319",".364",".683",".305","0.0","0.0","0.0","sa526396"
"Jarrod Saltalamacchia","425","380","86","21","1","14","42","47","37","124","2","3","2",".226",".297",".399",".696",".305","0.0","-2.7","1.5","5557"
"Chris Denove","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".310",".380",".690",".304","0.0","0.0","0.0","sa294097"
"Ben Theriot","1","1","0","0","0","0","0","0","0","0","0","0","0",".250",".311",".378",".689",".303","0.0","0.0","0.0","sa501557"
"Curt Casali","1","1","0","0","0","0","0","0","0","0","0","0","0",".247",".312",".375",".687",".303","0.0","0.0","0.0","sa545020"
"Luis Alvarez","1","1","0","0","0","0","0","0","0","0","0","0","0",".246",".297",".397",".694",".303","0.0","0.0","0.0","sa503151"
"David Ross","195","173","40","9","1","5","21","21","18","59","1","2","1",".230",".304",".381",".684",".303","-0.8","1.7","0.8","1551"
"Daniel Butler","52","47","11","3","0","1","6","6","4","10","1","0","0",".237",".307",".377",".684",".303","0.0","0.0","0.2","sa510223"
"Steve Clevenger","33","30","7","2","0","1","3","3","3","5","0","0","0",".251",".314",".369",".684",".302","0.0","-0.2","0.1","9542"
"Hector Sanchez","98","90","23","5","0","2","10","11","6","18","1","1","0",".257",".305",".384",".689",".302","-0.1","-0.6","0.4","10289"
"Ed Easley","1","1","0","0","0","0","0","0","0","0","0","0","0",".257",".319",".361",".680",".302","0.0","0.0","0.0","sa390303"
"John Suomi","1","1","0","0","0","0","0","0","0","0","0","0","0",".255",".305",".381",".685",".301","0.0","0.0","0.0","sa199527"
"Christian Vazquez","26","24","6","1","0","0","3","3","2","4","0","0","0",".249",".313",".362",".676",".300","0.0","0.0","0.1","sa455056"
"Johnny Monell","33","29","7","2","0","1","4","3","3","7","0","0","0",".229",".304",".375",".679",".300","0.0","0.0","0.1","2783"
"Francisco Cervelli","98","86","21","4","0","1","10","9","9","19","1","1","1",".242",".320",".349",".669",".300","0.0","0.1","0.4","5275"
"J.P. Arencibia","361","333","74","16","1","16","41","48","20","96","3","2","1",".222",".271",".420",".691",".300","-0.6","-0.9","1.0","697"
"Gary Sanchez","20","18","4","1","0","1","2","2","1","4","0","0","0",".240",".291",".392",".683",".300","0.0","0.0","0.1","sa549555"
"Chris Snyder","97","85","19","4","0","3","10","10","10","24","1","1","0",".219",".305",".374",".679",".300","-0.4","0.0","0.3","4606"
"Robinson Chirinos","99","88","21","4","1","2","11","10","9","19","1","1","0",".235",".310",".364",".674",".299","-0.1","0.0","0.3","3142"
"Shawn Zarraga","1","1","0","0","0","0","0","0","0","0","0","0","0",".256",".312",".364",".676",".299","0.0","0.0","0.0","sa456095"
"Tony Sanchez","66","59","14","3","0","1","6","7","5","13","1","0","0",".240",".306",".369",".675",".299","0.0","-0.1","0.2","6178"
"Ryan Hanigan","351","303","76","13","1","4","36","31","39","39","4","1","1",".250",".341",".337",".677",".298","-0.5","5.0","2.0","4952"
"Mike Zunino","454","408","92","19","2","14","48","50","35","109","5","2","1",".225",".291",".384",".675",".297","0.3","-0.8","1.6","13265"
"Dustin Garneau","14","12","3","1","0","0","1","1","1","2","0","0","0",".233",".291",".383",".674",".297","0.0","0.0","0.0","sa502010"
"Hector Gimenez","1","1","0","0","0","0","0","0","0","0","0","0","0",".231",".298",".377",".674",".297","0.0","0.0","0.0","2172"
"Raywilly Gomez","1","1","0","0","0","0","0","0","0","0","0","0","0",".253",".320",".344",".664",".297","0.0","0.0","0.0","sa503268"
"Joel Galarraga","1","1","0","0","0","0","0","0","0","0","0","0","0",".254",".312",".360",".672",".296","0.0","0.0","0.0","sa489713"
"Kurt Suzuki","290","262","64","14","1","6","29","30","20","41","3","2","1",".244",".303",".373",".677",".296","-0.3","-1.0","0.9","8259"
"Ryan Mccurdy","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".311",".355",".666",".296","0.0","0.0","0.0","sa550221"
"Rossmel Perez","1","1","0","0","0","0","0","0","0","0","0","0","0",".256",".320",".341",".661",".296","0.0","0.0","0.0","sa455612"
"Brayan Pena","225","209","54","11","0","4","20","23","11","26","2","2","1",".258",".297",".376",".672",".295","-1.1","-0.9","0.5","3231"
"Kevin Dubler","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".298",".372",".670",".295","0.0","0.0","0.0","sa454701"
"Guillermo Quiroz","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".300",".369",".669",".295","0.0","0.0","0.0","7989"
"Josh Thole","32","29","7","1","0","0","3","3","3","5","0","0","0",".245",".318",".349",".667",".295","-0.1","-0.3","0.1","9689"
"Gerald Laird","227","203","49","12","1","3","21","21","19","35","2","2","1",".244",".313",".351",".664",".295","-0.3","0.5","0.8","1698"
"Jeremy Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".320",".336",".657",".295","0.0","0.0","0.0","sa579554"
"Josh Phegley","379","352","87","18","1","9","40","41","18","61","3","4","2",".247",".288",".384",".672",".294","0.1","-0.8","1.1","9308"
"Orlando Mercado","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".309",".354",".663",".294","0.0","0.0","0.0","sa244288"
"J.R. Murphy","20","18","4","1","0","0","2","2","1","3","0","0","0",".240",".296",".369",".665",".294","0.0","0.1","0.1","10346"
"Tyler Flowers","191","169","35","8","0","7","21","21","16","59","3","2","1",".209",".288",".377",".665",".294","-0.3","-0.1","0.5","9134"
"Mark Reed","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".303",".363",".666",".294","0.0","0.0","0.0","sa262553"
"A.J. Jimenez","33","30","8","2","0","0","4","3","2","5","0","1","0",".255",".299",".366",".666",".293","0.0","0.0","0.1","sa454887"
"Chun-Hsiu Chen","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".301",".360",".662",".293","0.0","0.0","0.0","sa455954"
"Dallas Tarleton","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".303",".357",".661",".293","0.0","0.0","0.0","sa502006"
"Leonel Escobar","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".303",".362",".664",".293","0.0","0.0","0.0","sa504182"
"James Skelton","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".317",".335",".652",".293","0.0","0.0","0.0","sa253647"
"John Buck","132","117","25","5","0","4","14","14","12","32","2","1","0",".219",".297",".369",".665",".293","-0.1","0.3","0.5","2041"
"Ramon Cabrera","33","30","8","2","0","0","3","3","2","3","0","0","0",".254",".314",".344",".657",".293","0.0","0.0","0.1","sa503033"
"Raul Padron","1","1","0","0","0","0","0","0","0","0","0","0","0",".236",".296",".367",".663",".292","0.0","0.0","0.0","sa254453"
"Jose Lobaton","179","158","36","8","1","3","16","16","17","38","1","1","1",".228",".306",".348",".654",".292","-0.3","-1.2","0.4","4243"
"Austin Barnes","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".311",".342",".653",".292","0.0","0.0","0.0","sa578958"
"Tommy Joseph","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".282",".384",".665",".292","0.0","0.0","0.0","sa500806"
"Ryan Eigsti","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".300",".361",".660",".292","0.0","0.0","0.0","sa389865"
"Josue Peley","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".300",".361",".661",".291","0.0","0.0","0.0","sa392938"
"Brett Hayes","97","89","21","5","0","3","10","11","5","23","1","1","0",".233",".280",".391",".671",".291","-0.1","-0.1","0.3","4293"
"Luis Flores","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".299",".356",".654",".291","0.0","0.0","0.0","sa454795"
"Caleb Joseph","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".293",".368",".660",".291","0.0","0.0","0.0","sa454766"
"Jett Bandy","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".290",".371",".661",".291","0.0","0.0","0.0","sa577010"
"Salomon Manriquez","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".295",".368",".663",".291","0.0","0.0","0.0","sa200367"
"Jason Bour","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".297",".362",".659",".290","0.0","0.0","0.0","sa389222"
"Josh Ford","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".293",".366",".659",".290","0.0","0.0","0.0","sa294416"
"Jair Fernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".300",".353",".653",".290","0.0","0.0","0.0","sa324904"
"Jeremy Lucas","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".303",".348",".651",".290","0.0","0.0","0.0","sa503053"
"Jose Gil","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".293",".361",".654",".290","0.0","0.0","0.0","sa294329"
"Cole Armstrong","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".303",".348",".651",".290","0.0","0.0","0.0","sa225831"
"Lance Rymel","1","1","0","0","0","0","0","0","0","0","0","0","0",".240",".296",".361",".657",".290","0.0","0.0","0.0","sa658653"
"Fausto Mier","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".301",".353",".655",".289","0.0","0.0","0.0","sa388403"
"Justin Dalles","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".286",".373",".658",".289","0.0","0.0","0.0","sa327844"
"Craig Manuel","1","1","0","0","0","0","0","0","0","0","0","0","0",".246",".303",".349",".652",".289","0.0","0.0","0.0","sa577995"
"Bobby Wilson","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".297",".352",".649",".289","0.0","0.0","0.0","6564"
"Lars Davis","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".299",".355",".654",".289","0.0","0.0","0.0","sa390233"
"Ramon Hernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".297",".359",".656",".289","0.0","0.0","0.0","918"
"Martin Maldonado","394","356","81","16","1","10","36","40","27","90","5","3","2",".227",".290",".363",".652",".289","-0.4","0.5","1.0","6887"
"Carlos Corporan","67","61","14","3","0","2","7","7","4","17","1","0","0",".232",".288",".371",".659",".289","-0.1","-0.1","0.2","5587"
"Taylor Davis","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".298",".352",".651",".288","0.0","0.0","0.0","sa578786"
"Chris Mcmurray","1","1","0","0","0","0","0","0","0","0","0","0","0",".223",".299",".349",".648",".288","0.0","0.0","0.0","sa454906"
"Juan Centeno","33","31","8","1","0","0","3","3","2","4","0","0","0",".261",".305",".346",".651",".288","0.0","0.0","0.1","7168"
"Emerson Frostad","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".303",".348",".652",".288","0.0","0.0","0.0","sa236458"
"Austin Romine","25","23","5","1","0","0","3","2","2","5","0","0","0",".239",".296",".354",".650",".288","0.0","-0.1","0.1","5491"
"Ryan Dalton","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".292",".361",".653",".288","0.0","0.0","0.0","sa621629"
"Juan Apodaca","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".309",".331",".640",".288","0.0","0.0","0.0","sa286639"
"Luis Martinez","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".307",".338",".645",".288","0.0","0.0","0.0","2481"
"Juan Graterol","1","1","0","0","0","0","0","0","0","0","0","0","0",".255",".295",".358",".653",".287","0.0","0.0","0.0","sa392987"
"Jason Hagerty","1","1","0","0","0","0","0","0","0","0","0","0","0",".227",".300",".344",".644",".287","0.0","0.0","0.0","sa501451"
"Carlos Ramirez","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".294",".352",".647",".287","0.0","0.0","0.0","sa501605"
"Manny Pina","1","1","0","0","0","0","0","0","0","0","0","0","0",".231",".295",".351",".646",".287","0.0","0.0","0.0","2829"
"Bryan Anderson","65","58","13","3","0","1","7","6","5","15","1","1","0",".227",".294",".352",".646",".287","0.0","-0.1","0.1","9871"
"Tim Federowicz","117","104","24","6","0","2","11","11","10","29","1","0","0",".228",".298",".352",".650",".287","-0.1","0.1","0.4","8609"
"Corky Miller","33","29","6","1","0","1","3","3","3","6","0","0","0",".218",".304",".335",".638",".287","-0.1","0.0","0.1","342"
"Tobias Streich","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".295",".354",".649",".287","0.0","0.0","0.0","sa392187"
"Ryan Query","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".290",".361",".651",".287","0.0","0.0","0.0","sa549515"
"Sean Mccraw","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".294",".353",".647",".287","0.0","0.0","0.0","sa290210"
"Nick Hundley","358","323","73","17","1","9","32","36","26","83","4","2","1",".225",".288",".366",".654",".287","-0.8","0.2","1.1","3376"
"Jose Yepez","1","1","0","0","0","0","0","0","0","0","0","0","0",".246",".303",".341",".644",".286","0.0","0.0","0.0","sa209508"
"David Freitas","1","1","0","0","0","0","0","0","0","0","0","0","0",".230",".296",".347",".642",".286","0.0","0.0","0.0","sa549143"
"Adam Donachie","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".294",".352",".645",".286","0.0","0.0","0.0","sa202394"
"Taylor Krick","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".311",".326",".637",".286","0.0","0.0","0.0","sa505580"
"Kevin Coddington","1","1","0","0","0","0","0","0","0","0","0","0","0",".240",".296",".353",".649",".286","0.0","0.0","0.0","sa456348"
"Eric Fryer","7","6","1","0","0","0","1","1","1","1","0","0","0",".223",".303",".336",".638",".286","0.0","0.0","0.0","8145"
"Chris Gimenez","1","1","0","0","0","0","0","0","0","0","0","0","0",".226",".309",".326",".635",".286","0.0","0.0","0.0","7324"
"Matt Kennelly","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".300",".344",".644",".286","0.0","0.0","0.0","sa390294"
"Eliezer Zambrano","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".297",".351",".648",".286","0.0","0.0","0.0","sa393574"
"Rafael Lopez","1","1","0","0","0","0","0","0","0","0","0","0","0",".231",".300",".344",".644",".286","0.0","0.0","0.0","sa547496"
"Petey Paramore","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".300",".340",".640",".286","0.0","0.0","0.0","sa454459"
"Ben Heath","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".286",".363",".649",".286","0.0","0.0","0.0","sa548341"
"Tony Cruz","165","152","37","9","1","2","15","16","9","28","1","1","1",".244",".292",".359",".651",".286","0.0","0.4","0.5","2802"
"Cameron Rupp","100","92","21","5","0","2","9","10","6","24","1","1","0",".234",".284",".363",".648",".286","0.0","0.0","0.2","11146"
"Jose Ceballos","1","1","0","0","0","0","0","0","0","0","0","0","0",".236",".288",".361",".649",".285","0.0","0.0","0.0","sa392364"
"Carlos Perez","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".297",".347",".644",".285","0.0","0.0","0.0","sa503317"
"Jose Bonilla","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".299",".340",".639",".285","0.0","0.0","0.0","sa394062"
"Ryan Casteel","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".274",".376",".650",".285","0.0","0.0","0.0","sa549286"
"Kyle Knudson","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".301",".337",".638",".284","0.0","0.0","0.0","sa546859"
"Damaso Espino","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".306",".331",".636",".284","0.0","0.0","0.0","sa199234"
"Miguel Fermin","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".289",".355",".644",".284","0.0","0.0","0.0","sa455615"
"Devin Ivany","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".292",".349",".641",".284","0.0","0.0","0.0","sa254355"
"Nevin Ashley","1","1","0","0","0","0","0","0","0","0","0","0","0",".223",".294",".343",".637",".284","0.0","0.0","0.0","sa326761"
"Lou Marson","1","1","0","0","0","0","0","0","0","0","0","0","0",".216",".311",".312",".623",".284","0.0","0.0","0.0","7610"
"Shawn Mcgill","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".292",".349",".641",".283","0.0","0.0","0.0","sa327860"
"Allan De San Miguel","1","1","0","0","0","0","0","0","0","0","0","0","0",".216",".292",".343",".635",".283","0.0","0.0","0.0","sa295122"
"Miguel Olivo","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".265",".386",".651",".283","0.0","0.0","0.0","1638"
"Ronny Paulino","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".297",".344",".640",".283","0.0","0.0","0.0","2129"
"Adam Moore","1","1","0","0","0","0","0","0","0","0","0","0","0",".222",".284",".355",".639",".283","0.0","0.0","0.0","9362"
"Chris Stewart","126","112","26","6","0","2","12","11","10","18","2","2","1",".230",".302",".328",".630",".283","-0.1","-0.1","0.3","3878"
"Xorge Carrillo","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".292",".346",".638",".282","0.0","0.0","0.0","sa392212"
"Zach Zaneski","1","1","0","0","0","0","0","0","0","0","0","0","0",".230",".288",".348",".636",".282","0.0","0.0","0.0","sa455900"
"Chris Wallace","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".285",".351",".636",".281","0.0","0.0","0.0","sa526346"
"Henry Blanco","45","40","9","2","0","1","4","4","4","10","0","1","0",".218",".287",".348",".635",".281","-0.2","-0.2","0.0","81"
"Bryan Holaday","195","178","42","9","1","3","19","19","11","34","2","2","1",".238",".289",".346",".635",".281","-0.1","-0.7","0.3","11287"
"Jeremy Dowdy","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".288",".350",".638",".281","0.0","0.0","0.0","sa621614"
"Robert Stumpo","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".292",".341",".634",".281","0.0","0.0","0.0","sa549938"
"Taylor Teagarden","19","18","4","1","0","1","2","2","1","5","0","0","0",".215",".278",".358",".636",".281","0.0","0.0","0.1","5199"
"Jean Blaquiere","1","1","0","0","0","0","0","0","0","0","0","0","0",".221",".294",".336",".630",".281","0.0","0.0","0.0","sa284807"
"Julio Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".288",".348",".636",".281","0.0","0.0","0.0","sa503872"
"Trevor Coleman","1","1","0","0","0","0","0","0","0","0","0","0","0",".219",".296",".331",".627",".281","0.0","0.0","0.0","sa501537"
"Jake Lowery","1","1","0","0","0","0","0","0","0","0","0","0","0",".217",".289",".340",".629",".280","0.0","0.0","0.0","sa597837"
"John Hester","32","29","6","1","0","1","3","3","3","8","0","0","0",".219",".285",".345",".630",".280","0.0","-0.1","0.1","877"
"Rod Barajas","1","1","0","0","0","0","0","0","0","0","0","0","0",".219",".281",".362",".643",".280","0.0","0.0","0.0","45"
"Rene Garcia","1","1","0","0","0","0","0","0","0","0","0","0","0",".253",".291",".344",".634",".280","0.0","0.0","0.0","sa454693"
"Joel Weeks","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".296",".339",".635",".280","0.0","0.0","0.0","sa456345"
"David Wendt","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".287",".348",".636",".280","0.0","0.0","0.0","sa503803"
"John Baker","13","11","3","1","0","0","1","1","1","3","0","0","0",".223",".303",".320",".623",".280","0.0","0.0","0.0","4756"
"Blake Lalli","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".287",".348",".635",".280","0.0","0.0","0.0","9246"
"Cesar Tapia","1","1","0","0","0","0","0","0","0","0","0","0","0",".251",".292",".342",".634",".280","0.0","0.0","0.0","sa508485"
"Luis De La Cruz","1","1","0","0","0","0","0","0","0","0","0","0","0",".246",".290",".346",".636",".280","0.0","0.0","0.0","sa396230"
"Luis Sierra","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".293",".336",".629",".280","0.0","0.0","0.0","sa450821"
"Kyle Higashioka","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".276",".361",".636",".280","0.0","0.0","0.0","sa454957"
"Beau Seabury","1","1","0","0","0","0","0","0","0","0","0","0","0",".231",".286",".348",".633",".279","0.0","0.0","0.0","sa389917"
"Jared Price","1","1","0","0","0","0","0","0","0","0","0","0","0",".218",".281",".351",".632",".279","0.0","0.0","0.0","sa199134"
"Luke Carlin","1","1","0","0","0","0","0","0","0","0","0","0","0",".219",".304",".313",".617",".279","0.0","0.0","0.0","4666"
"Jairo Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".288",".344",".632",".279","0.0","0.0","0.0","sa634679"
"Elio Sarmiento","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".285",".348",".633",".279","0.0","0.0","0.0","sa328997"
"Yusuf Carter","1","1","0","0","0","0","0","0","0","0","0","0","0",".223",".280",".355",".635",".279","0.0","0.0","0.0","sa296710"
"Brian Schneider","1","1","0","0","0","0","0","0","0","0","0","0","0",".222",".290",".341",".630",".279","0.0","0.0","0.0","795"
"Luis Sanz","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".293",".334",".627",".279","0.0","0.0","0.0","sa505065"
"Jeff Kunkel","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".287",".344",".630",".279","0.0","0.0","0.0","sa328759"
"Kelly Shoppach","130","115","23","5","0","4","12","13","10","42","2","1","0",".204",".281",".347",".628",".279","-0.4","0.1","0.2","3867"
"Ryan Ortiz","1","1","0","0","0","0","0","0","0","0","0","0","0",".216",".292",".327",".620",".279","0.0","0.0","0.0","sa501529"
"Rob Brantly","32","30","7","2","0","0","3","3","2","5","0","0","0",".240",".291",".338",".630",".278","0.0","-0.2","0.0","10655"
"Jackson Williams","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".283",".348",".631",".278","0.0","0.0","0.0","sa389234"
"Jayson Hernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".240",".287",".343",".630",".278","0.0","0.0","0.0","sa550163"
